LocationAbbr,LocationDesc,Topic,Indicator,Data_Value_Type,Data_Value,Break_Out_Category,Break_Out,TopicId,IndicatorID,Data_Value_TypeID,BreakOutCategoryId,BreakOutId,LocationID
US,United States,Physical Inactivity,Prevalence of physical inactivity among US adults (18+); NHIS,Crude,40.1,Age,35+,T14,NS011,Crude,BOC03,AGE07,59
WEST,West,Physical Inactivity,Prevalence of physical inactivity among US adults (18+); NHIS,Age-Standardized,28.1,Race,Hispanic,T14,NS011,AgeStdz,BOC04,RAC04,9004
SOU,South,Physical Inactivity,Prevalence of physical inactivity among US adults (18+); NHIS,Age-Standardized,25.0,Race,Non-Hispanic Asian,T14,NS011,AgeStdz,BOC04,RAC03,9003
SOU,South,Hypertension,Prevalence of adults who have had their blood pressure measured within the preceding 2 years (18+); NHIS,Age-Standardized,,Overall,Overall,T9,NS013,AgeStdz,BOC01,OVR01,9003
WEST,West,Physical Inactivity,Prevalence of physical inactivity among US adults (18+); NHIS,Crude,20.3,Age,45-64,T14,NS011,Crude,BOC03,AGE05,9004
US,United States,Smoking,Prevalence of current smoking among US adults (18+); NHIS,Crude,18.3,Gender,Female,T15,NS010,Crude,BOC02,GEN02,59
SOU,South,Smoking,Prevalence of current smoking among US adults (18+); NHIS,Crude,22.6,Race,Non-Hispanic White,T15,NS010,Crude,BOC04,RAC01,9003
MDW,Midwest,Physical Inactivity,Prevalence of physical inactivity among US adults (18+); NHIS,Age-Standardized,27.5,Race,Non-Hispanic White,T14,NS011,AgeStdz,BOC04,RAC01,9002
NRE,Northeast,Hypertension,Prevalence of adults who have had their blood pressure measured within the preceding 2 years and can state whether their blood pressure was normal or high (18+); NHIS,Crude,,Gender,Male,T9,NS012,Crude,BOC02,GEN01,9001
MDW,Midwest,Hypertension,Prevalence of adults who have had their blood pressure measured within the preceding 2 years and can state whether their blood pressure was normal or high (18+); NHIS,Crude,,Age,18-24,T9,NS012,Crude,BOC03,AGE01,9002
US,United States,Physical Inactivity,Prevalence of physical inactivity among US adults (18+); NHIS,Age-Standardized,46.2,Race,Non-Hispanic Black,T14,NS011,AgeStdz,BOC04,RAC02,59
SOU,South,Hypertension,Prevalence of adults who have had their blood pressure measured within the preceding 2 years and can state whether their blood pressure was normal or high (18+); NHIS,Age-Standardized,,Gender,Female,T9,NS012,AgeStdz,BOC02,GEN02,9003
MDW,Midwest,Smoking,Prevalence of current smoking among US adults (18+); NHIS,Age-Standardized,25.9,Race,Non-Hispanic White,T15,NS010,AgeStdz,BOC04,RAC01,9002
MDW,Midwest,Physical Inactivity,Prevalence of physical inactivity among US adults (18+); NHIS,Crude,49.7,Age,65+,T14,NS011,Crude,BOC03,AGE06,9002
WEST,West,Smoking,Prevalence of current smoking among US adults (18+); NHIS,Age-Standardized,17.2,Race,Non-Hispanic White,T15,NS010,AgeStdz,BOC04,RAC01,9004
WEST,West,Hypertension,Prevalence of adults who have had their blood pressure measured within the preceding 2 years and can state whether their blood pressure was normal or high (18+); NHIS,Crude,,Gender,Female,T9,NS012,Crude,BOC02,GEN02,9004
NRE,Northeast,Physical Inactivity,Prevalence of physical inactivity among US adults (18+); NHIS,Crude,41.9,Race,Non-Hispanic Asian,T14,NS011,Crude,BOC04,RAC03,9001
WEST,West,Hypertension,Prevalence of adults who have had their blood pressure measured within the preceding 2 years and can state whether their blood pressure was normal or high (18+); NHIS,Crude,,Race,Non-Hispanic Asian,T9,NS012,Crude,BOC04,RAC03,9004
SOU,South,Smoking,Prevalence of current smoking among US adults (18+); NHIS,Crude,8.6,Race,Non-Hispanic Asian,T15,NS010,Crude,BOC04,RAC03,9003
SOU,South,Hypertension,Prevalence of adults who have had their blood pressure measured within the preceding 2 years (18+); NHIS,Crude,,Race,Other,T9,NS013,Crude,BOC04,RAC07,9003
NRE,Northeast,Smoking,Prevalence of current smoking among US adults (18+); NHIS,Crude,,Race,Other,T15,NS010,Crude,BOC04,RAC07,9001
MDW,Midwest,Hypertension,Prevalence of adults who have had their blood pressure measured within the preceding 2 years (18+); NHIS,Age-Standardized,95.8,Race,Non-Hispanic Asian,T9,NS013,AgeStdz,BOC04,RAC03,9002
SOU,South,Physical Inactivity,Prevalence of physical inactivity among US adults (18+); NHIS,Age-Standardized,42.0,Race,Non-Hispanic Asian,T14,NS011,AgeStdz,BOC04,RAC03,9003
SOU,South,Physical Inactivity,Prevalence of physical inactivity among US adults (18+); NHIS,Crude,40.0,Overall,Overall,T14,NS011,Crude,BOC01,OVR01,9003
SOU,South,Physical Inactivity,Prevalence of physical inactivity among US adults (18+); NHIS,Crude,31.0,Race,Non-Hispanic White,T14,NS011,Crude,BOC04,RAC01,9003
US,United States,Hypertension,Prevalence of adults who have had their blood pressure measured within the preceding 2 years and can state whether their blood pressure was normal or high (18+); NHIS,Crude,,Race,Non-Hispanic Black,T9,NS012,Crude,BOC04,RAC02,59
US,United States,Smoking,Prevalence of current smoking among US adults (18+); NHIS,Crude,23.9,Gender,Male,T15,NS010,Crude,BOC02,GEN01,59
MDW,Midwest,Hypertension,Prevalence of adults who have had their blood pressure measured within the preceding 2 years and can state whether their blood pressure was normal or high (18+); NHIS,Crude,,Gender,Male,T9,NS012,Crude,BOC02,GEN01,9002
US,United States,Hypertension,Prevalence of adults who have had their blood pressure measured within the preceding 2 years and can state whether their blood pressure was normal or high (18+); NHIS,Crude,,Race,Non-Hispanic Asian,T9,NS012,Crude,BOC04,RAC03,59
WEST,West,Hypertension,Prevalence of adults who have had their blood pressure measured within the preceding 2 years and can state whether their blood pressure was normal or high (18+); NHIS,Crude,,Age,45-64,T9,NS012,Crude,BOC03,AGE05,9004
US,United States,Smoking,Prevalence of current smoking among US adults (18+); NHIS,Age-Standardized,9.8,Race,Non-Hispanic Asian,T15,NS010,AgeStdz,BOC04,RAC03,59
US,United States,Hypertension,Prevalence of adults who have had their blood pressure measured within the preceding 2 years and can state whether their blood pressure was normal or high (18+); NHIS,Age-Standardized,,Gender,Male,T9,NS012,AgeStdz,BOC02,GEN01,59
NRE,Northeast,Hypertension,Prevalence of adults who have had their blood pressure measured within the preceding 2 years and can state whether their blood pressure was normal or high (18+); NHIS,Crude,,Age,45-64,T9,NS012,Crude,BOC03,AGE05,9001
WEST,West,Hypertension,Prevalence of adults who have had their blood pressure measured within the preceding 2 years and can state whether their blood pressure was normal or high (18+); NHIS,Age-Standardized,,Race,Non-Hispanic Asian,T9,NS012,AgeStdz,BOC04,RAC03,9004
MDW,Midwest,Physical Inactivity,Prevalence of physical inactivity among US adults (18+); NHIS,Crude,26.3,Race,Non-Hispanic White,T14,NS011,Crude,BOC04,RAC01,9002
MDW,Midwest,Physical Inactivity,Prevalence of physical inactivity among US adults (18+); NHIS,Crude,21.2,Age,18-24,T14,NS011,Crude,BOC03,AGE01,9002
MDW,Midwest,Smoking,Prevalence of current smoking among US adults (18+); NHIS,Crude,22.5,Race,Non-Hispanic Black,T15,NS010,Crude,BOC04,RAC02,9002
MDW,Midwest,Hypertension,Prevalence of adults who have had their blood pressure measured within the preceding 2 years (18+); NHIS,Crude,,Age,35+,T9,NS013,Crude,BOC03,AGE07,9002
WEST,West,Hypertension,Prevalence of adults who have had their blood pressure measured within the preceding 2 years and can state whether their blood pressure was normal or high (18+); NHIS,Crude,,Overall,Overall,T9,NS012,Crude,BOC01,OVR01,9004
MDW,Midwest,Smoking,Prevalence of current smoking among US adults (18+); NHIS,Crude,39.6,Race,Other,T15,NS010,Crude,BOC04,RAC07,9002
NRE,Northeast,Hypertension,Prevalence of adults who have had their blood pressure measured within the preceding 2 years and can state whether their blood pressure was normal or high (18+); NHIS,Crude,,Race,Other,T9,NS012,Crude,BOC04,RAC07,9001
SOU,South,Smoking,Prevalence of current smoking among US adults (18+); NHIS,Crude,4.9,Age,75+,T15,NS010,Crude,BOC03,AGE08,9003
SOU,South,Smoking,Prevalence of current smoking among US adults (18+); NHIS,Age-Standardized,18.7,Gender,Female,T15,NS010,AgeStdz,BOC02,GEN02,9003
WEST,West,Hypertension,Prevalence of adults who have had their blood pressure measured within the preceding 2 years (18+); NHIS,Crude,,Race,Non-Hispanic Asian,T9,NS013,Crude,BOC04,RAC03,9004
US,United States,Physical Inactivity,Prevalence of physical inactivity among US adults (18+); NHIS,Crude,34.6,Gender,Male,T14,NS011,Crude,BOC02,GEN01,59
NRE,Northeast,Hypertension,Prevalence of adults who have had their blood pressure measured within the preceding 2 years and can state whether their blood pressure was normal or high (18+); NHIS,Crude,,Age,75+,T9,NS012,Crude,BOC03,AGE08,9001
WEST,West,Smoking,Prevalence of current smoking among US adults (18+); NHIS,Crude,15.1,Gender,Female,T15,NS010,Crude,BOC02,GEN02,9004
SOU,South,Physical Inactivity,Prevalence of physical inactivity among US adults (18+); NHIS,Age-Standardized,55.4,Race,Hispanic,T14,NS011,AgeStdz,BOC04,RAC04,9003
MDW,Midwest,Physical Inactivity,Prevalence of physical inactivity among US adults (18+); NHIS,Age-Standardized,33.0,Overall,Overall,T14,NS011,AgeStdz,BOC01,OVR01,9002
SOU,South,Physical Inactivity,Prevalence of physical inactivity among US adults (18+); NHIS,Crude,31.1,Age,45-64,T14,NS011,Crude,BOC03,AGE05,9003
SOU,South,Physical Inactivity,Prevalence of physical inactivity among US adults (18+); NHIS,Age-Standardized,34.2,Overall,Overall,T14,NS011,AgeStdz,BOC01,OVR01,9003
US,United States,Smoking,Prevalence of current smoking among US adults (18+); NHIS,Crude,18.1,Race,Non-Hispanic Black,T15,NS010,Crude,BOC04,RAC02,59
US,United States,Hypertension,Prevalence of adults who have had their blood pressure measured within the preceding 2 years and can state whether their blood pressure was normal or high (18+); NHIS,Crude,,Age,65+,T9,NS012,Crude,BOC03,AGE06,59
NRE,Northeast,Physical Inactivity,Prevalence of physical inactivity among US adults (18+); NHIS,Age-Standardized,,Race,Other,T14,NS011,AgeStdz,BOC04,RAC07,9001
WEST,West,Smoking,Prevalence of current smoking among US adults (18+); NHIS,Crude,10.8,Gender,Female,T15,NS010,Crude,BOC02,GEN02,9004
NRE,Northeast,Physical Inactivity,Prevalence of physical inactivity among US adults (18+); NHIS,Age-Standardized,33.7,Gender,Male,T14,NS011,AgeStdz,BOC02,GEN01,9001
SOU,South,Hypertension,Prevalence of adults who have had their blood pressure measured within the preceding 2 years and can state whether their blood pressure was normal or high (18+); NHIS,Crude,,Race,Non-Hispanic White,T9,NS012,Crude,BOC04,RAC01,9003
WEST,West,Physical Inactivity,Prevalence of physical inactivity among US adults (18+); NHIS,Age-Standardized,33.6,Overall,Overall,T14,NS011,AgeStdz,BOC01,OVR01,9004
MDW,Midwest,Smoking,Prevalence of current smoking among US adults (18+); NHIS,Crude,8.3,Race,Non-Hispanic Asian,T15,NS010,Crude,BOC04,RAC03,9002
WEST,West,Hypertension,Prevalence of adults who have had their blood pressure measured within the preceding 2 years (18+); NHIS,Crude,,Gender,Male,T9,NS013,Crude,BOC02,GEN01,9004
MDW,Midwest,Smoking,Prevalence of current smoking among US adults (18+); NHIS,Crude,19.9,Age,35+,T15,NS010,Crude,BOC03,AGE07,9002
US,United States,Smoking,Prevalence of current smoking among US adults (18+); NHIS,Age-Standardized,19.3,Race,Other,T15,NS010,AgeStdz,BOC04,RAC07,59
MDW,Midwest,Smoking,Prevalence of current smoking among US adults (18+); NHIS,Crude,24.2,Overall,Overall,T15,NS010,Crude,BOC01,OVR01,9002
NRE,Northeast,Physical Inactivity,Prevalence of physical inactivity among US adults (18+); NHIS,Crude,55.9,Age,75+,T14,NS011,Crude,BOC03,AGE08,9001
NRE,Northeast,Physical Inactivity,Prevalence of physical inactivity among US adults (18+); NHIS,Crude,59.4,Race,Non-Hispanic Black,T14,NS011,Crude,BOC04,RAC02,9001
US,United States,Smoking,Prevalence of current smoking among US adults (18+); NHIS,Age-Standardized,22.1,Race,Non-Hispanic Black,T15,NS010,AgeStdz,BOC04,RAC02,59
SOU,South,Hypertension,Prevalence of adults who have had their blood pressure measured within the preceding 2 years (18+); NHIS,Age-Standardized,,Race,Other,T9,NS013,AgeStdz,BOC04,RAC07,9003
WEST,West,Hypertension,Prevalence of adults who have had their blood pressure measured within the preceding 2 years and can state whether their blood pressure was normal or high (18+); NHIS,Age-Standardized,,Race,Non-Hispanic Black,T9,NS012,AgeStdz,BOC04,RAC02,9004
MDW,Midwest,Physical Inactivity,Prevalence of physical inactivity among US adults (18+); NHIS,Crude,18.1,Age,25-44,T14,NS011,Crude,BOC03,AGE04,9002
NRE,Northeast,Hypertension,Prevalence of adults who have had their blood pressure measured within the preceding 2 years (18+); NHIS,Crude,94.4,Age,45-64,T9,NS013,Crude,BOC03,AGE05,9001
MDW,Midwest,Hypertension,Prevalence of adults who have had their blood pressure measured within the preceding 2 years (18+); NHIS,Age-Standardized,,Race,Other,T9,NS013,AgeStdz,BOC04,RAC07,9002
SOU,South,Hypertension,Prevalence of adults who have had their blood pressure measured within the preceding 2 years (18+); NHIS,Crude,,Age,25-44,T9,NS013,Crude,BOC03,AGE04,9003
WEST,West,Physical Inactivity,Prevalence of physical inactivity among US adults (18+); NHIS,Crude,27.2,Age,18-24,T14,NS011,Crude,BOC03,AGE01,9004
US,United States,Physical Inactivity,Prevalence of physical inactivity among US adults (18+); NHIS,Crude,28.5,Gender,Female,T14,NS011,Crude,BOC02,GEN02,59
NRE,Northeast,Smoking,Prevalence of current smoking among US adults (18+); NHIS,Crude,17.3,Age,35+,T15,NS010,Crude,BOC03,AGE07,9001
SOU,South,Smoking,Prevalence of current smoking among US adults (18+); NHIS,Crude,23.2,Age,25-44,T15,NS010,Crude,BOC03,AGE04,9003
US,United States,Hypertension,Prevalence of adults who have had their blood pressure measured within the preceding 2 years and can state whether their blood pressure was normal or high (18+); NHIS,Crude,,Age,35+,T9,NS012,Crude,BOC03,AGE07,59
WEST,West,Hypertension,Prevalence of adults who have had their blood pressure measured within the preceding 2 years and can state whether their blood pressure was normal or high (18+); NHIS,Crude,,Race,Non-Hispanic White,T9,NS012,Crude,BOC04,RAC01,9004
SOU,South,Hypertension,Prevalence of adults who have had their blood pressure measured within the preceding 2 years and can state whether their blood pressure was normal or high (18+); NHIS,Crude,,Race,Non-Hispanic Black,T9,NS012,Crude,BOC04,RAC02,9003
WEST,West,Smoking,Prevalence of current smoking among US adults (18+); NHIS,Age-Standardized,10.3,Gender,Female,T15,NS010,AgeStdz,BOC02,GEN02,9004
US,United States,Hypertension,Prevalence of adults who have had their blood pressure measured within the preceding 2 years (18+); NHIS,Crude,,Gender,Female,T9,NS013,Crude,BOC02,GEN02,59
SOU,South,Physical Inactivity,Prevalence of physical inactivity among US adults (18+); NHIS,Age-Standardized,46.0,Gender,Female,T14,NS011,AgeStdz,BOC02,GEN02,9003
MDW,Midwest,Smoking,Prevalence of current smoking among US adults (18+); NHIS,Crude,21.7,Age,35+,T15,NS010,Crude,BOC03,AGE07,9002
US,United States,Physical Inactivity,Prevalence of physical inactivity among US adults (18+); NHIS,Age-Standardized,36.4,Overall,Overall,T14,NS011,AgeStdz,BOC01,OVR01,59
MDW,Midwest,Hypertension,Prevalence of adults who have had their blood pressure measured within the preceding 2 years (18+); NHIS,Crude,,Race,Non-Hispanic Black,T9,NS013,Crude,BOC04,RAC02,9002
MDW,Midwest,Hypertension,Prevalence of adults who have had their blood pressure measured within the preceding 2 years and can state whether their blood pressure was normal or high (18+); NHIS,Age-Standardized,,Gender,Female,T9,NS012,AgeStdz,BOC02,GEN02,9002
WEST,West,Smoking,Prevalence of current smoking among US adults (18+); NHIS,Crude,17.2,Overall,Overall,T15,NS010,Crude,BOC01,OVR01,9004
WEST,West,Physical Inactivity,Prevalence of physical inactivity among US adults (18+); NHIS,Age-Standardized,34.8,Race,Hispanic,T14,NS011,AgeStdz,BOC04,RAC04,9004
US,United States,Hypertension,Prevalence of adults who have had their blood pressure measured within the preceding 2 years and can state whether their blood pressure was normal or high (18+); NHIS,Age-Standardized,,Race,Hispanic,T9,NS012,AgeStdz,BOC04,RAC04,59
SOU,South,Physical Inactivity,Prevalence of physical inactivity among US adults (18+); NHIS,Crude,32.0,Age,45-64,T14,NS011,Crude,BOC03,AGE05,9003
SOU,South,Hypertension,Prevalence of adults who have had their blood pressure measured within the preceding 2 years (18+); NHIS,Age-Standardized,,Race,Non-Hispanic White,T9,NS013,AgeStdz,BOC04,RAC01,9003
WEST,West,Hypertension,Prevalence of adults who have had their blood pressure measured within the preceding 2 years and can state whether their blood pressure was normal or high (18+); NHIS,Crude,,Age,25-44,T9,NS012,Crude,BOC03,AGE04,9004
SOU,South,Hypertension,Prevalence of adults who have had their blood pressure measured within the preceding 2 years (18+); NHIS,Crude,92.5,Race,Non-Hispanic Asian,T9,NS013,Crude,BOC04,RAC03,9003
SOU,South,Physical Inactivity,Prevalence of physical inactivity among US adults (18+); NHIS,Age-Standardized,43.6,Overall,Overall,T14,NS011,AgeStdz,BOC01,OVR01,9003
NRE,Northeast,Smoking,Prevalence of current smoking among US adults (18+); NHIS,Crude,19.4,Overall,Overall,T15,NS010,Crude,BOC01,OVR01,9001
US,United States,Smoking,Prevalence of current smoking among US adults (18+); NHIS,Crude,27.0,Age,25-44,T15,NS010,Crude,BOC03,AGE04,59
MDW,Midwest,Physical Inactivity,Prevalence of physical inactivity among US adults (18+); NHIS,Age-Standardized,24.9,Race,Non-Hispanic Asian,T14,NS011,AgeStdz,BOC04,RAC03,9002
MDW,Midwest,Physical Inactivity,Prevalence of physical inactivity among US adults (18+); NHIS,Crude,60.8,Age,75+,T14,NS011,Crude,BOC03,AGE08,9002
WEST,West,Smoking,Prevalence of current smoking among US adults (18+); NHIS,Crude,13.6,Age,35+,T15,NS010,Crude,BOC03,AGE07,9004
MDW,Midwest,Physical Inactivity,Prevalence of physical inactivity among US adults (18+); NHIS,Crude,40.7,Race,Non-Hispanic Black,T14,NS011,Crude,BOC04,RAC02,9002
SOU,South,Smoking,Prevalence of current smoking among US adults (18+); NHIS,Age-Standardized,14.2,Gender,Female,T15,NS010,AgeStdz,BOC02,GEN02,9003
